nom_client,id_neobrain_client,id_neobrain_competence,code_competence,nom_competence,referentiel_competence,type_referentiel_competence,type_referentiel_competence_detaille,groupe_competence,type_groupe_competence,date_mise_a_jour,maitrise_moyenne,motivation_moyenne,maitrise_moyenne_note_manager,nb_collaborateurs_actifs,nb_collaborateur_a_reskiller,nb_metier_possedant_ce_metier,categorie_detention,gamme_detention,description_niveau_1,description_niveau_2,description_niveau_3,description_niveau_4
OPT - NC,620,21967197,COMP26,Comptabilité publique,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-12-15 04:17:17,2.23,2.43,,35.0,14.0,5.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967426,COMP255,Ingénierie et processus métier,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:13,2.71,3.29,,9.0,3.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967241,COMP70,Gestion documentaire et de projets,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:02,2.75,2.5,,22.0,3.0,3.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967365,COMP194,"Porter un diagnostic sur le patrimoine bâti, apporter au maître d'ouvrage des arguments techniques d'aide à la décision, informer des contraintes techniques inhérentes à certains choix",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:08,3.44,3.56,,10.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967623,COMP452,Agir en situation difficile,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:31,3.03,3.27,,132.0,19.0,5.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967240,COMP69,Connaissance de méthodes et principaux référentiels de gestion de services IT,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:02,2.5,2.0,,15.0,1.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967397,COMP226,"Connaissance de l'organisation et des processus de l'Office applicables à l'activité ""relation client""",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:11,3.24,3.32,,38.0,1.0,1.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967401,COMP230,Techniques de management,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-25 04:46:51,2.7,3.42,,38.0,14.0,1.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967406,COMP235,"Réalisation des diagnostics, conseil aux prestataires et proposition de solutions en cas de difficultés rencontrées.",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:11,3.56,3.89,,9.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967751,COMP580,Etre persévérant,OPT-NC 2025,Customer,OPT - NC,Savoir être,,2025-09-03 13:38:46,3.63,3.78,,12.0,0.0,3.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967362,COMP191,Risques liés aux constructions,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:08,3.38,3.38,,10.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967379,COMP208,Statistiques,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-10-27 00:28:06,3.4,3.6,,11.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967229,COMP58,Techniques de gestion de projets,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-03-09 06:03:23,2.71,3.09,,147.0,26.0,16.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967729,COMP558,Rendre compte,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:43,3.06,3.23,,271.0,31.0,9.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967258,COMP87,Connaissance des logiciels PAO et vidéos,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:03,2.0,2.67,,10.0,3.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967680,COMP509,Evaluer,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:37,3.07,3.09,,171.0,3.0,9.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,22020763,COMP609,Connaissance de l'architecture des réseaux et services,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-04 22:19:19,3.27,3.27,,12.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967724,COMP553,"Rechercher des données, des informations",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:43,3.3,3.21,,32.0,4.0,5.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967714,COMP543,Piloter une activité,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:41,2.76,3.0,,32.0,6.0,5.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967442,COMP271,Comptabilité analytique,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-26 22:38:40,1.78,2.45,,34.0,18.0,2.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967670,COMP499,"Diffuser une information, une publication",OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:36,3.23,3.12,,182.0,31.0,4.0,Well held,d. 101+,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967734,COMP563,S'exprimer à l'oral,OPT-NC 2025,Customer,OPT - NC,savoir faire,,2025-09-03 13:38:44,2.5,4.0,,3.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967409,COMP238,"Utilisation de Python ( Librairies Pandas, Numpy, Matplotlib, Seaborn, Sichit learn, Machinelearning)",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:11,2.0,4.0,,3.0,3.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967595,COMP424,Connaissance des processus de l'OPT-NC applicables à la gestion courante des réseaux et services.,OPT-NC 2025,Customer,OPT - NC,Savoir,,2026-02-25 23:48:57,3.07,3.16,,96.0,13.0,1.0,Moderately held,c. 26-100,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967278,COMP107,Technique de gestion de projet et de benchmarking,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:04,3.0,4.0,,2.0,0.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967502,COMP331,Permis poids lourd,OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:19,3.0,3.0,,5.0,1.0,1.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
OPT - NC,620,21967199,COMP28,"Notions de droit civil, administratif et public.",OPT-NC 2025,Customer,OPT - NC,Savoir,,2025-09-03 13:38:01,1.81,2.13,,25.0,9.0,2.0,Poorly held,b. 1-25,"Compétence élémentaire, peu ou pas d'expérience","maîtrise des fondamentaux, mobilisation partielle de la compétence","Maîtrise solide et expérimentée, mobilisation opérationnelle de la compétence en situation normale","Expertise sur toutes les composantes de la compétence, mobilisation de la compétence en situation complexe"
